EEG_Path,Name,Type,Subject,Label
eeg_images/train/1_1_141.png,1_1_141.png,train,1,1
eeg_images/train/1_1_142.png,1_1_142.png,train,1,1
eeg_images/train/1_0_143.png,1_0_143.png,train,1,0
eeg_images/train/1_1_144.png,1_1_144.png,train,1,1
eeg_images/train/1_1_145.png,1_1_145.png,train,1,1
eeg_images/train/1_1_146.png,1_1_146.png,train,1,1
eeg_images/train/1_1_147.png,1_1_147.png,train,1,1
eeg_images/train/1_0_148.png,1_0_148.png,train,1,0
eeg_images/train/1_1_149.png,1_1_149.png,train,1,1
eeg_images/train/1_1_150.png,1_1_150.png,train,1,1
eeg_images/train/1_1_151.png,1_1_151.png,train,1,1
eeg_images/train/1_0_152.png,1_0_152.png,train,1,0
eeg_images/train/1_0_153.png,1_0_153.png,train,1,0
eeg_images/train/1_1_154.png,1_1_154.png,train,1,1
eeg_images/train/1_1_155.png,1_1_155.png,train,1,1
eeg_images/train/1_0_156.png,1_0_156.png,train,1,0
eeg_images/train/1_1_157.png,1_1_157.png,train,1,1
eeg_images/train/1_0_158.png,1_0_158.png,train,1,0
eeg_images/train/1_1_159.png,1_1_159.png,train,1,1
eeg_images/train/1_1_160.png,1_1_160.png,train,1,1
eeg_images/train/1_0_161.png,1_0_161.png,train,1,0
eeg_images/train/1_0_162.png,1_0_162.png,train,1,0
eeg_images/train/1_1_163.png,1_1_163.png,train,1,1
eeg_images/train/1_0_164.png,1_0_164.png,train,1,0
eeg_images/train/1_0_165.png,1_0_165.png,train,1,0
eeg_images/train/1_0_166.png,1_0_166.png,train,1,0
eeg_images/train/1_1_167.png,1_1_167.png,train,1,1
eeg_images/train/1_0_168.png,1_0_168.png,train,1,0
eeg_images/train/1_0_169.png,1_0_169.png,train,1,0
eeg_images/train/1_1_170.png,1_1_170.png,train,1,1
eeg_images/train/1_1_171.png,1_1_171.png,train,1,1
eeg_images/train/1_1_172.png,1_1_172.png,train,1,1
eeg_images/train/1_0_173.png,1_0_173.png,train,1,0
eeg_images/train/1_1_174.png,1_1_174.png,train,1,1
eeg_images/train/1_1_175.png,1_1_175.png,train,1,1
eeg_images/train/1_1_176.png,1_1_176.png,train,1,1
eeg_images/train/1_0_177.png,1_0_177.png,train,1,0
eeg_images/train/1_1_178.png,1_1_178.png,train,1,1
eeg_images/train/1_0_179.png,1_0_179.png,train,1,0
eeg_images/train/1_1_180.png,1_1_180.png,train,1,1
eeg_images/train/1_0_181.png,1_0_181.png,train,1,0
eeg_images/train/1_1_182.png,1_1_182.png,train,1,1
eeg_images/train/1_1_183.png,1_1_183.png,train,1,1
eeg_images/train/1_1_184.png,1_1_184.png,train,1,1
eeg_images/train/1_0_185.png,1_0_185.png,train,1,0
eeg_images/train/1_0_186.png,1_0_186.png,train,1,0
eeg_images/train/1_0_187.png,1_0_187.png,train,1,0
eeg_images/train/1_0_188.png,1_0_188.png,train,1,0
eeg_images/train/1_0_189.png,1_0_189.png,train,1,0
eeg_images/train/1_1_190.png,1_1_190.png,train,1,1
eeg_images/train/1_1_191.png,1_1_191.png,train,1,1
eeg_images/train/1_1_192.png,1_1_192.png,train,1,1
eeg_images/train/1_0_193.png,1_0_193.png,train,1,0
eeg_images/train/1_0_194.png,1_0_194.png,train,1,0
eeg_images/train/1_1_195.png,1_1_195.png,train,1,1
eeg_images/train/1_1_196.png,1_1_196.png,train,1,1
eeg_images/train/1_0_197.png,1_0_197.png,train,1,0
eeg_images/train/1_0_198.png,1_0_198.png,train,1,0
eeg_images/train/1_1_199.png,1_1_199.png,train,1,1
eeg_images/test/1_1_200.png,1_1_200.png,test,1,1
eeg_images/test/1_1_201.png,1_1_201.png,test,1,1
eeg_images/test/1_1_202.png,1_1_202.png,test,1,1
eeg_images/test/1_0_203.png,1_0_203.png,test,1,0
eeg_images/test/1_1_204.png,1_1_204.png,test,1,1
eeg_images/test/1_0_205.png,1_0_205.png,test,1,0
eeg_images/test/1_0_206.png,1_0_206.png,test,1,0
eeg_images/test/1_1_207.png,1_1_207.png,test,1,1
eeg_images/test/1_1_208.png,1_1_208.png,test,1,1
eeg_images/test/1_0_209.png,1_0_209.png,test,1,0
eeg_images/test/1_0_210.png,1_0_210.png,test,1,0
eeg_images/test/1_0_211.png,1_0_211.png,test,1,0
eeg_images/test/1_0_212.png,1_0_212.png,test,1,0
eeg_images/test/1_0_213.png,1_0_213.png,test,1,0
eeg_images/test/1_0_214.png,1_0_214.png,test,1,0
eeg_images/test/1_0_215.png,1_0_215.png,test,1,0
eeg_images/test/1_1_216.png,1_1_216.png,test,1,1
eeg_images/test/1_1_217.png,1_1_217.png,test,1,1
eeg_images/test/1_1_218.png,1_1_218.png,test,1,1
eeg_images/test/1_1_219.png,1_1_219.png,test,1,1
eeg_images/test/1_1_220.png,1_1_220.png,test,1,1
eeg_images/test/1_0_221.png,1_0_221.png,test,1,0
eeg_images/test/1_0_222.png,1_0_222.png,test,1,0
eeg_images/test/1_1_223.png,1_1_223.png,test,1,1
eeg_images/test/1_0_224.png,1_0_224.png,test,1,0
eeg_images/test/1_0_225.png,1_0_225.png,test,1,0
eeg_images/test/1_1_226.png,1_1_226.png,test,1,1
eeg_images/test/1_0_227.png,1_0_227.png,test,1,0
eeg_images/test/1_0_228.png,1_0_228.png,test,1,0
eeg_images/test/1_0_229.png,1_0_229.png,test,1,0
eeg_images/test/1_0_230.png,1_0_230.png,test,1,0
eeg_images/test/1_1_231.png,1_1_231.png,test,1,1
eeg_images/test/1_1_232.png,1_1_232.png,test,1,1
eeg_images/test/1_1_233.png,1_1_233.png,test,1,1
eeg_images/test/1_1_234.png,1_1_234.png,test,1,1
eeg_images/test/1_1_235.png,1_1_235.png,test,1,1
eeg_images/test/1_0_236.png,1_0_236.png,test,1,0
eeg_images/test/1_1_237.png,1_1_237.png,test,1,1
eeg_images/test/1_1_238.png,1_1_238.png,test,1,1
eeg_images/test/1_0_239.png,1_0_239.png,test,1,0
eeg_images/test/1_0_240.png,1_0_240.png,test,1,0
eeg_images/test/1_0_241.png,1_0_241.png,test,1,0
eeg_images/test/1_0_242.png,1_0_242.png,test,1,0
eeg_images/test/1_0_243.png,1_0_243.png,test,1,0
eeg_images/test/1_0_244.png,1_0_244.png,test,1,0
eeg_images/test/1_0_245.png,1_0_245.png,test,1,0
eeg_images/test/1_1_246.png,1_1_246.png,test,1,1
eeg_images/test/1_0_247.png,1_0_247.png,test,1,0
eeg_images/test/1_1_248.png,1_1_248.png,test,1,1
eeg_images/test/1_0_249.png,1_0_249.png,test,1,0
eeg_images/test/1_1_250.png,1_1_250.png,test,1,1
eeg_images/test/1_1_251.png,1_1_251.png,test,1,1
eeg_images/test/1_0_252.png,1_0_252.png,test,1,0
eeg_images/test/1_0_253.png,1_0_253.png,test,1,0
eeg_images/test/1_1_254.png,1_1_254.png,test,1,1
eeg_images/test/1_1_255.png,1_1_255.png,test,1,1
eeg_images/test/1_1_256.png,1_1_256.png,test,1,1
eeg_images/test/1_1_257.png,1_1_257.png,test,1,1
eeg_images/test/1_0_258.png,1_0_258.png,test,1,0
eeg_images/test/1_0_259.png,1_0_259.png,test,1,0
eeg_images/test/1_0_260.png,1_0_260.png,test,1,0
eeg_images/test/1_0_261.png,1_0_261.png,test,1,0
eeg_images/test/1_1_262.png,1_1_262.png,test,1,1
eeg_images/test/1_0_263.png,1_0_263.png,test,1,0
eeg_images/test/1_0_264.png,1_0_264.png,test,1,0
eeg_images/test/1_1_265.png,1_1_265.png,test,1,1
eeg_images/test/1_1_266.png,1_1_266.png,test,1,1
eeg_images/test/1_0_267.png,1_0_267.png,test,1,0
eeg_images/test/1_0_268.png,1_0_268.png,test,1,0
eeg_images/test/1_1_269.png,1_1_269.png,test,1,1
eeg_images/test/1_1_270.png,1_1_270.png,test,1,1
eeg_images/test/1_1_271.png,1_1_271.png,test,1,1
eeg_images/test/1_1_272.png,1_1_272.png,test,1,1
eeg_images/test/1_1_273.png,1_1_273.png,test,1,1
eeg_images/test/1_1_274.png,1_1_274.png,test,1,1
eeg_images/test/1_1_275.png,1_1_275.png,test,1,1
eeg_images/test/1_0_276.png,1_0_276.png,test,1,0
eeg_images/test/1_1_277.png,1_1_277.png,test,1,1
eeg_images/test/1_1_278.png,1_1_278.png,test,1,1
eeg_images/test/1_0_279.png,1_0_279.png,test,1,0
eeg_images/train/2_1_0.png,2_1_0.png,train,2,1
eeg_images/train/2_1_1.png,2_1_1.png,train,2,1
eeg_images/train/2_0_2.png,2_0_2.png,train,2,0
eeg_images/train/2_0_3.png,2_0_3.png,train,2,0
eeg_images/train/2_0_4.png,2_0_4.png,train,2,0
eeg_images/train/2_1_5.png,2_1_5.png,train,2,1
eeg_images/train/2_0_6.png,2_0_6.png,train,2,0
eeg_images/train/2_0_7.png,2_0_7.png,train,2,0
eeg_images/train/2_0_8.png,2_0_8.png,train,2,0
eeg_images/train/2_1_9.png,2_1_9.png,train,2,1
eeg_images/train/2_1_10.png,2_1_10.png,train,2,1
eeg_images/train/2_1_11.png,2_1_11.png,train,2,1
eeg_images/train/2_1_12.png,2_1_12.png,train,2,1
eeg_images/train/2_0_13.png,2_0_13.png,train,2,0
eeg_images/train/2_1_14.png,2_1_14.png,train,2,1
eeg_images/train/2_0_15.png,2_0_15.png,train,2,0
eeg_images/train/2_0_16.png,2_0_16.png,train,2,0
eeg_images/train/2_1_17.png,2_1_17.png,train,2,1
eeg_images/train/2_0_18.png,2_0_18.png,train,2,0
eeg_images/train/2_1_19.png,2_1_19.png,train,2,1
eeg_images/train/2_0_20.png,2_0_20.png,train,2,0
eeg_images/train/2_0_21.png,2_0_21.png,train,2,0
eeg_images/train/2_1_22.png,2_1_22.png,train,2,1
eeg_images/train/2_0_23.png,2_0_23.png,train,2,0
eeg_images/train/2_1_24.png,2_1_24.png,train,2,1
eeg_images/train/2_0_25.png,2_0_25.png,train,2,0
eeg_images/train/2_1_26.png,2_1_26.png,train,2,1
eeg_images/train/2_1_27.png,2_1_27.png,train,2,1
eeg_images/train/2_1_28.png,2_1_28.png,train,2,1
eeg_images/train/2_1_29.png,2_1_29.png,train,2,1
eeg_images/train/2_1_30.png,2_1_30.png,train,2,1
eeg_images/train/2_0_31.png,2_0_31.png,train,2,0
eeg_images/train/2_1_32.png,2_1_32.png,train,2,1
eeg_images/train/2_1_33.png,2_1_33.png,train,2,1
eeg_images/train/2_0_34.png,2_0_34.png,train,2,0
eeg_images/train/2_0_35.png,2_0_35.png,train,2,0
eeg_images/train/2_0_36.png,2_0_36.png,train,2,0
eeg_images/train/2_1_37.png,2_1_37.png,train,2,1
eeg_images/train/2_0_38.png,2_0_38.png,train,2,0
eeg_images/train/2_0_39.png,2_0_39.png,train,2,0
eeg_images/train/2_0_40.png,2_0_40.png,train,2,0
eeg_images/train/2_1_41.png,2_1_41.png,train,2,1
eeg_images/train/2_1_42.png,2_1_42.png,train,2,1
eeg_images/train/2_0_43.png,2_0_43.png,train,2,0
eeg_images/train/2_0_44.png,2_0_44.png,train,2,0
eeg_images/train/2_0_45.png,2_0_45.png,train,2,0
eeg_images/train/2_1_46.png,2_1_46.png,train,2,1
eeg_images/train/2_1_47.png,2_1_47.png,train,2,1
eeg_images/train/2_1_48.png,2_1_48.png,train,2,1
eeg_images/train/2_0_49.png,2_0_49.png,train,2,0
eeg_images/train/2_1_50.png,2_1_50.png,train,2,1
eeg_images/train/2_1_51.png,2_1_51.png,train,2,1
eeg_images/train/2_0_52.png,2_0_52.png,train,2,0
eeg_images/train/2_0_53.png,2_0_53.png,train,2,0
eeg_images/train/2_0_54.png,2_0_54.png,train,2,0
eeg_images/train/2_0_55.png,2_0_55.png,train,2,0
eeg_images/train/2_0_56.png,2_0_56.png,train,2,0
eeg_images/train/2_1_57.png,2_1_57.png,train,2,1
eeg_images/train/2_1_58.png,2_1_58.png,train,2,1
eeg_images/train/2_1_59.png,2_1_59.png,train,2,1
eeg_images/train/2_1_60.png,2_1_60.png,train,2,1
eeg_images/train/2_1_61.png,2_1_61.png,train,2,1
eeg_images/train/2_0_62.png,2_0_62.png,train,2,0
eeg_images/train/2_1_63.png,2_1_63.png,train,2,1
eeg_images/train/2_0_64.png,2_0_64.png,train,2,0
eeg_images/train/2_1_65.png,2_1_65.png,train,2,1
eeg_images/train/2_0_66.png,2_0_66.png,train,2,0
eeg_images/train/2_0_67.png,2_0_67.png,train,2,0
eeg_images/train/2_0_68.png,2_0_68.png,train,2,0
eeg_images/train/2_0_69.png,2_0_69.png,train,2,0
eeg_images/train/2_0_70.png,2_0_70.png,train,2,0
eeg_images/train/2_0_71.png,2_0_71.png,train,2,0
eeg_images/train/2_1_72.png,2_1_72.png,train,2,1
eeg_images/train/2_1_73.png,2_1_73.png,train,2,1
eeg_images/train/2_1_74.png,2_1_74.png,train,2,1
eeg_images/train/2_1_75.png,2_1_75.png,train,2,1
eeg_images/train/2_0_76.png,2_0_76.png,train,2,0
eeg_images/train/2_0_77.png,2_0_77.png,train,2,0
eeg_images/train/2_1_78.png,2_1_78.png,train,2,1
eeg_images/train/2_1_79.png,2_1_79.png,train,2,1
eeg_images/train/2_1_80.png,2_1_80.png,train,2,1
eeg_images/train/2_0_81.png,2_0_81.png,train,2,0
eeg_images/train/2_0_82.png,2_0_82.png,train,2,0
eeg_images/train/2_0_83.png,2_0_83.png,train,2,0
eeg_images/train/2_0_84.png,2_0_84.png,train,2,0
eeg_images/train/2_1_85.png,2_1_85.png,train,2,1
eeg_images/train/2_0_86.png,2_0_86.png,train,2,0
eeg_images/train/2_1_87.png,2_1_87.png,train,2,1
eeg_images/train/2_1_88.png,2_1_88.png,train,2,1
eeg_images/train/2_0_89.png,2_0_89.png,train,2,0
eeg_images/train/2_1_90.png,2_1_90.png,train,2,1
eeg_images/train/2_0_91.png,2_0_91.png,train,2,0
eeg_images/train/2_1_92.png,2_1_92.png,train,2,1
eeg_images/train/2_1_93.png,2_1_93.png,train,2,1
eeg_images/train/2_0_94.png,2_0_94.png,train,2,0
eeg_images/train/2_1_95.png,2_1_95.png,train,2,1
eeg_images/train/2_1_96.png,2_1_96.png,train,2,1
eeg_images/train/2_0_97.png,2_0_97.png,train,2,0
eeg_images/train/2_1_98.png,2_1_98.png,train,2,1
eeg_images/train/2_0_99.png,2_0_99.png,train,2,0
eeg_images/train/2_1_100.png,2_1_100.png,train,2,1
eeg_images/train/2_0_101.png,2_0_101.png,train,2,0
eeg_images/train/2_1_102.png,2_1_102.png,train,2,1
eeg_images/train/2_0_103.png,2_0_103.png,train,2,0
eeg_images/train/2_0_104.png,2_0_104.png,train,2,0
eeg_images/train/2_0_105.png,2_0_105.png,train,2,0
eeg_images/train/2_1_106.png,2_1_106.png,train,2,1
eeg_images/train/2_0_107.png,2_0_107.png,train,2,0
eeg_images/train/2_0_108.png,2_0_108.png,train,2,0
eeg_images/train/2_0_109.png,2_0_109.png,train,2,0
eeg_images/train/2_1_110.png,2_1_110.png,train,2,1
eeg_images/train/2_0_111.png,2_0_111.png,train,2,0
eeg_images/train/2_1_112.png,2_1_112.png,train,2,1
eeg_images/train/2_1_113.png,2_1_113.png,train,2,1
eeg_images/train/2_0_114.png,2_0_114.png,train,2,0
eeg_images/train/2_1_115.png,2_1_115.png,train,2,1
eeg_images/train/2_1_116.png,2_1_116.png,train,2,1
eeg_images/train/2_1_117.png,2_1_117.png,train,2,1
eeg_images/train/2_0_118.png,2_0_118.png,train,2,0
eeg_images/train/2_1_119.png,2_1_119.png,train,2,1
eeg_images/train/2_1_120.png,2_1_120.png,train,2,1
eeg_images/train/2_0_121.png,2_0_121.png,train,2,0
eeg_images/train/2_0_122.png,2_0_122.png,train,2,0
eeg_images/train/2_1_123.png,2_1_123.png,train,2,1
eeg_images/train/2_0_124.png,2_0_124.png,train,2,0
eeg_images/train/2_0_125.png,2_0_125.png,train,2,0
eeg_images/train/2_1_126.png,2_1_126.png,train,2,1
eeg_images/train/2_0_127.png,2_0_127.png,train,2,0
eeg_images/train/2_0_128.png,2_0_128.png,train,2,0
eeg_images/train/2_1_129.png,2_1_129.png,train,2,1
eeg_images/train/2_0_130.png,2_0_130.png,train,2,0
eeg_images/train/2_1_131.png,2_1_131.png,train,2,1
eeg_images/train/2_0_132.png,2_0_132.png,train,2,0
eeg_images/train/2_0_133.png,2_0_133.png,train,2,0
eeg_images/train/2_1_134.png,2_1_134.png,train,2,1
eeg_images/train/2_1_135.png,2_1_135.png,train,2,1
eeg_images/train/2_0_136.png,2_0_136.png,train,2,0
eeg_images/train/2_1_137.png,2_1_137.png,train,2,1
eeg_images/train/2_1_138.png,2_1_138.png,train,2,1
eeg_images/train/2_1_139.png,2_1_139.png,train,2,1
eeg_images/train/2_0_140.png,2_0_140.png,train,2,0
eeg_images/train/2_1_141.png,2_1_141.png,train,2,1
eeg_images/train/2_1_142.png,2_1_142.png,train,2,1
eeg_images/train/2_1_143.png,2_1_143.png,train,2,1
eeg_images/train/2_1_144.png,2_1_144.png,train,2,1
eeg_images/train/2_1_145.png,2_1_145.png,train,2,1
eeg_images/train/2_1_146.png,2_1_146.png,train,2,1
eeg_images/train/2_1_147.png,2_1_147.png,train,2,1
eeg_images/train/2_1_148.png,2_1_148.png,train,2,1
eeg_images/train/2_0_149.png,2_0_149.png,train,2,0
eeg_images/train/2_0_150.png,2_0_150.png,train,2,0
eeg_images/train/2_0_151.png,2_0_151.png,train,2,0
eeg_images/train/2_0_152.png,2_0_152.png,train,2,0
eeg_images/train/2_0_153.png,2_0_153.png,train,2,0
eeg_images/train/2_1_154.png,2_1_154.png,train,2,1
eeg_images/train/2_0_155.png,2_0_155.png,train,2,0
eeg_images/train/2_0_156.png,2_0_156.png,train,2,0
eeg_images/train/2_0_157.png,2_0_157.png,train,2,0
eeg_images/train/2_0_158.png,2_0_158.png,train,2,0
eeg_images/train/2_1_159.png,2_1_159.png,train,2,1
eeg_images/train/2_0_160.png,2_0_160.png,train,2,0
eeg_images/train/2_1_161.png,2_1_161.png,train,2,1
eeg_images/train/2_1_162.png,2_1_162.png,train,2,1
eeg_images/train/2_0_163.png,2_0_163.png,train,2,0
eeg_images/train/2_1_164.png,2_1_164.png,train,2,1
eeg_images/train/2_0_165.png,2_0_165.png,train,2,0
eeg_images/train/2_1_166.png,2_1_166.png,train,2,1
eeg_images/train/2_1_167.png,2_1_167.png,train,2,1
eeg_images/train/2_1_168.png,2_1_168.png,train,2,1
eeg_images/train/2_0_169.png,2_0_169.png,train,2,0
eeg_images/train/2_0_170.png,2_0_170.png,train,2,0
eeg_images/train/2_0_171.png,2_0_171.png,train,2,0
eeg_images/train/2_1_172.png,2_1_172.png,train,2,1
eeg_images/train/2_1_173.png,2_1_173.png,train,2,1
eeg_images/train/2_0_174.png,2_0_174.png,train,2,0
eeg_images/train/2_0_175.png,2_0_175.png,train,2,0
eeg_images/train/2_0_176.png,2_0_176.png,train,2,0
eeg_images/train/2_1_177.png,2_1_177.png,train,2,1
eeg_images/train/2_1_178.png,2_1_178.png,train,2,1
eeg_images/train/2_0_179.png,2_0_179.png,train,2,0
eeg_images/train/2_0_180.png,2_0_180.png,train,2,0
eeg_images/train/2_1_181.png,2_1_181.png,train,2,1
eeg_images/train/2_0_182.png,2_0_182.png,train,2,0
eeg_images/train/2_0_183.png,2_0_183.png,train,2,0
eeg_images/train/2_0_184.png,2_0_184.png,train,2,0
